field1,Game_id,Person_id,Team_id,First_Name,Last_Name,minutes,Field_Goals,Field_Goals_Attempted,Field_Goal_Percentage,Three_Pointers,Three_Pointers_Attempted,Three_Point_Percentage,Free_Throws,Free_Throws_Attempted,Free_Throw_Percentage,Offensive_Rebounds,Defensive_Rebounds,Assists,Personal_Fouls,Steals,Turnovers,Blocked_Shots,Points,location,outcome,season_id,vs_team_id,league_id,Technical_Fouls,Flagrant_Fouls,Ejections,Points_In_Paint,Fast_Break_Points,Triple_Doubles,Double_Doubles,actual_minutes,actual_seconds,Plus_Minus,Blocks_Against,PTS_OFF_TO,Second_Chance_PTS,Total_Rebounds,points_per_36,rebounds_per_36,assists_per_36,steals_per_36,blocks_per_36
1493,20300073,2404,1610612746,Chris,Wilcox,41,6,10,0.6,0,0,0,0,0,0,5,7,3,1,0,1,1,12,A,W,2003,1610612743,0,0,0,0,12,2,0,1,41,0,-9,0,2,4,12,10.53658537,10.53658537,2.634146341,0,0
1494,20300073,2408,1610612746,Melvin,Ely,31,3,7,0.429,0,0,0,3,4,0.75,5,3,0,4,3,5,0,9,A,W,2003,1610612743,0,0,0,0,6,0,0,0,31,0,18,0,0,4,8,10.4516129,9.290322581,0,3.483870968,0
1516,20300074,2418,1610612756,Casey,Jacobsen,17,3,4,0.75,1,2,0.5,0,0,0,0,1,1,4,0,1,0,7,H,W,2003,1610612763,0,0,0,0,4,0,0,0,16,31,5,0,2,0,1,14.82352941,2.117647059,2.117647059,0,0
1533,20300075,2399,1610612744,Mike,Dunleavy,38,6,8,0.75,3,4,0.75,5,8,0.625,0,7,3,3,1,2,1,20,H,W,2003,1610612762,0,0,0,0,0,0,0,0,38,7,8,0,2,4,7,18.94736842,6.631578947,2.842105263,0.947368421,0
1550,20300076,2417,1610612757,Qyntel,Woods,20,2,6,0.333,0,1,0,0,0,0,2,5,0,2,1,3,0,4,A,L,2003,1610612760,0,0,0,0,4,2,0,0,19,56,-19,0,2,0,7,7.2,12.6,0,1.8,0
1551,20300076,2436,1610612760,Ronald,Murray,40,9,14,0.643,2,2,1,4,8,0.5,1,3,6,1,0,1,0,24,H,W,2003,1610612757,0,0,0,0,6,0,0,0,39,44,20,0,4,4,4,21.6,3.6,5.4,0,0
1571,20300077,2406,1610612748,Caron,Butler,30,4,10,0.4,0,1,0,1,1,1,0,1,0,1,1,0,1,9,H,L,2003,1610612750,0,0,0,0,2,3,0,0,30,12,-20,1,0,2,,10.8,0,0,1.2,1.2
1588,20300078,2407,1610612764,Jared,Jeffries,23,0,3,0,0,0,0,0,0,0,3,2,3,3,0,0,1,0,A,L,2003,1610612739,0,0,0,0,0,0,0,0,22,49,3,0,0,0,5,0,7.826086957,4.695652174,0,0
1589,20300078,2413,1610612764,Juan,Dixon,19,5,11,0.455,0,2,0,2,3,0.667,0,1,2,2,1,0,0,12,A,L,2003,1610612739,0,0,0,0,4,0,0,0,18,50,-12,1,2,0,1,22.73684211,1.894736842,3.789473684,1.894736842,1.894736842
1590,20300078,2430,1610612739,Carlos,Boozer,39,8,13,0.615,0,0,0,3,4,0.75,2,6,5,4,1,0,0,19,H,W,2003,1610612764,0,0,0,0,14,0,0,0,38,56,16,2,2,2,8,17.53846154,7.384615385,4.615384615,0.923076923,1.846153846
1611,20300079,2437,1610612741,Lonny,Baxter,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,A,W,2003,1610612740,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0
1631,20300080,2409,1610612749,Marcus,Haislip,7,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,H,W,2003,1610612752,0,0,0,0,0,0,0,0,7,0,-4,0,0,0,2,0,10.28571429,0,5.142857143,0
1632,20300080,2421,1610612752,Frank,Williams,12,0,2,0,0,1,0,0,0,0,0,0,3,1,3,0,0,0,A,L,2003,1610612749,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,0,9,9,0
1652,20300081,2411,1610612745,Bostjan,Nachbar,18,2,7,0.286,2,5,0.4,0,0,0,0,2,3,1,0,0,1,6,H,W,2003,1610612753,0,0,0,0,0,3,0,0,18,0,0,0,0,0,2,12,4,6,0,0
1669,20300082,1938,1610612759,Manu,Ginobili,37,6,16,0.375,1,4,0.25,4,4,1,0,1,7,2,3,2,1,17,H,L,2003,1610612742,0,0,0,0,10,5,0,0,37,5,-4,0,5,2,1,16.54054054,0.972972973,6.810810811,2.918918919,0
1673,20300082,2484,1610612759,Devin,Brown,5,0,1,0,0,0,0,2,2,1,1,1,0,1,1,1,0,2,H,L,2003,1610612742,0,0,0,0,0,0,0,0,4,59,2,0,0,0,2,14.4,14.4,0,7.2,0
1710,20300084,2417,1610612757,Qyntel,Woods,11,0,3,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,H,W,2003,1610612737,0,0,0,0,0,0,0,0,11,0,-6,1,0,0,0,0,0,6.545454545,3.272727273,3.272727273
1730,20300085,2403,1610612743,Nene,Hilario,34,4,9,0.444,0,0,0,4,6,0.667,1,7,0,4,1,1,0,12,A,L,2003,1610612761,0,0,0,0,8,6,0,0,33,30,-15,0,0,2,8,12.70588235,8.470588235,0,1.058823529,0
1749,20300086,2412,1610612738,Jiri,Welsch,13,1,4,0.25,0,0,0,0,0,0,0,2,2,0,0,0,0,2,H,W,2003,1610612758,0,0,0,0,2,0,0,0,12,41,12,0,0,0,2,5.538461538,5.538461538,5.538461538,0,0
1768,20300087,2410,1610612754,Fred,Jones,6,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,A,W,2003,1610612755,0,0,0,0,0,0,0,0,5,44,-2,0,0,0,0,0,0,6,0,0
1769,20300087,2422,1610612755,John,Salmons,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,L,2003,1610612754,0,0,0,0,0,0,0,0,0,34,3,,0,0,0,0,0,0,0,0
1789,20300088,2246,1610612765,Mehmet,Okur,28,2,5,0.4,0,0,0,4,5,0.8,4,4,3,3,0,1,1,8,H,W,2003,1610612751,0,1,0,0,2,0,0,0,27,54,18,2,2,0,8,10.28571429,10.28571429,3.857142857,0,2.571428571
1790,20300088,2419,1610612765,Tayshaun,Prince,32,1,8,0.125,0,1,0,0,0,0,0,6,5,3,0,1,0,2,H,W,2003,1610612751,0,0,0,0,2,2,0,0,32,27,4,1,2,0,6,2.25,6.75,5.625,0,1.125
1791,20300088,2447,1610612751,Tamar,Slay,11,1,6,0.167,0,2,0,0,0,0,1,0,1,4,2,2,0,2,A,L,2003,1610612765,0,0,0,0,0,0,0,0,11,20,-25,0,0,0,1,6.545454545,3.272727273,3.272727273,6.545454545,0
1810,20300089,2436,1610612760,Ronald,Murray,35,9,20,0.45,1,4,0.25,5,6,0.833,0,7,2,4,1,3,1,24,H,L,2003,1610612737,0,0,0,0,8,2,0,0,35,0,-16,2,2,0,7,24.68571429,7.2,2.057142857,1.028571429,2.057142857
1833,20300090,2421,1610612752,Frank,Williams,16,2,6,0.333,0,0,0,0,0,0,0,1,2,1,0,2,0,4,A,L,2003,1610612739,0,0,0,0,2,2,0,0,16,25,-4,0,0,0,1,9,2.25,4.5,0,0
1834,20300090,2430,1610612739,Carlos,Boozer,28,7,11,0.636,0,0,0,1,1,1,2,6,3,2,2,3,0,15,H,W,2003,1610612752,0,0,0,0,8,5,0,0,27,51,10,1,4,4,8,19.28571429,10.28571429,3.857142857,2.571428571,1.285714286
1857,20300091,2416,1610612747,Kareem,Rush,12,1,4,0.25,1,2,0.5,0,0,0,0,0,0,2,0,1,0,3,A,L,2003,1610612763,0,0,0,0,0,0,0,0,12,10,-6,1,0,0,0,9,0,0,0,3
1874,20300092,2401,1610612743,Nikoloz,Tskitishvili,8,2,3,0.667,0,0,0,0,0,0,1,0,1,1,0,2,0,4,A,W,2003,1610612741,0,0,0,0,4,0,0,0,8,0,6,0,2,0,1,18,4.5,4.5,0,0
1876,20300092,2437,1610612741,Lonny,Baxter,17,3,5,0.6,0,0,0,0,0,0,1,0,0,2,1,2,2,6,H,L,2003,1610612743,0,0,0,0,6,2,0,0,17,0,-10,0,4,2,1,12.70588235,2.117647059,0,2.117647059,0
1888,20300093,1938,1610612759,Manu,Ginobili,40,6,14,0.429,1,4,0.25,5,6,0.833,3,4,3,2,3,5,0,18,H,W,2003,1610612762,0,0,0,0,8,2,0,0,39,37,4,0,0,4,7,16.2,6.3,2.7,2.7,0
1915,20300094,2418,1610612756,Casey,Jacobsen,20,4,7,0.571,2,4,0.5,2,2,1,0,2,0,1,0,0,0,12,A,W,2003,1610612744,0,0,0,0,2,2,0,0,20,0,4,0,4,0,2,21.6,3.6,0,0,0
1928,20300095,2407,1610612764,Jared,Jeffries,15,3,9,0.333,0,1,0,1,2,0.5,3,0,0,3,0,1,0,7,H,L,2003,1610612755,0,0,0,0,2,0,0,0,15,0,-9,0,0,2,3,16.8,7.2,0,0,0
1929,20300095,2413,1610612764,Juan,Dixon,9,1,5,0.2,0,1,0,0,0,0,0,3,0,2,0,0,0,2,H,L,2003,1610612755,0,0,0,0,2,0,0,0,9,0,-8,1,0,0,3,8,12,0,0,4
1930,20300095,2422,1610612755,John,Salmons,16,1,2,0.5,0,0,0,4,4,1,0,4,2,3,2,1,0,6,A,W,2003,1610612764,0,0,0,0,2,2,0,0,16,0,5,0,2,2,4,13.5,9,4.5,4.5,0
1953,20300096,2412,1610612738,Jiri,Welsch,10,1,2,0.5,0,0,0,0,1,0,0,0,0,1,3,2,0,2,A,W,2003,1610612754,0,0,0,0,0,0,0,0,10,0,-3,0,0,0,0,7.2,0,0,10.8,0
1972,20300097,2436,1610612760,Ronald,Murray,35,9,18,0.5,0,2,0,11,12,0.917,3,3,8,0,1,2,0,29,A,W,2003,1610612750,0,0,0,0,6,10,0,0,35,11,-4,1,5,2,6,29.82857143,6.171428571,8.228571429,1.028571429,1.028571429
2014,20300099,2366,1610612745,Mike,Wilks,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,H,W,2003,1610612748,0,0,0,0,0,0,0,0,2,44,1,0,0,0,0,0,0,0,0,0
2015,20300099,2397,1610612745,Ming,Yao,32,5,7,0.714,0,0,0,6,7,0.857,1,7,1,3,0,2,7,16,H,W,2003,1610612748,0,0,0,0,8,0,0,0,32,2,20,0,0,2,8,18,9,1.125,0,0
2016,20300099,2406,1610612748,Caron,Butler,25,1,6,0.167,0,0,0,2,4,0.5,0,1,0,3,1,3,0,4,A,L,2003,1610612745,0,0,0,0,2,2,0,0,25,23,-21,1,2,0,1,5.76,1.44,0,1.44,1.44
2017,20300099,2411,1610612745,Bostjan,Nachbar,19,1,4,0.25,1,4,0.25,0,0,0,0,0,3,3,0,3,1,3,H,W,2003,1610612748,0,0,0,0,0,0,0,0,19,18,11,0,0,0,0,5.684210526,0,5.684210526,0,0
2036,20300100,2246,1610612765,Mehmet,Okur,29,5,6,0.833,0,0,0,6,7,0.857,4,5,0,3,1,3,2,16,A,L,2003,1610612758,0,0,0,0,6,0,0,0,29,0,-4,0,0,3,9,19.86206897,11.17241379,0,1.24137931,0
2037,20300100,2419,1610612765,Tayshaun,Prince,40,5,12,0.417,0,1,0,0,0,0,2,5,0,1,1,3,0,10,A,L,2003,1610612758,0,0,0,0,6,2,0,0,40,0,-10,2,2,2,7,9,6.3,0,0.9,1.8
2055,20300101,2417,1610612757,Qyntel,Woods,24,2,4,0.5,0,0,0,0,0,0,1,0,1,2,0,1,0,4,H,W,2003,1610612761,0,0,0,0,0,0,0,0,24,10,8,0,2,2,1,6,1.5,1.5,0,0
2069,20300102,2060,1610612746,Marko,Jaric,18,4,7,0.571,2,4,0.5,2,2,1,1,0,3,2,1,3,0,12,H,W,2003,1610612737,0,0,0,0,4,0,0,0,18,0,0,0,5,0,1,24,2,6,2,0
2072,20300102,2404,1610612746,Chris,Wilcox,35,8,12,0.667,0,0,0,3,4,0.75,3,3,3,6,1,0,1,19,H,W,2003,1610612737,0,0,0,0,14,0,0,0,35,0,15,1,4,6,6,19.54285714,6.171428571,3.085714286,1.028571429,1.028571429
2073,20300102,2408,1610612746,Melvin,Ely,17,2,6,0.333,0,0,0,2,3,0.667,2,1,0,1,0,1,0,6,H,W,2003,1610612737,0,0,0,0,4,0,0,0,17,0,-4,1,0,3,3,12.70588235,6.352941176,0,0,2.117647059
2092,20300103,2412,1610612738,Jiri,Welsch,7,0,2,0,0,2,0,0,0,0,0,1,1,2,2,0,0,0,H,L,2003,1610612741,0,0,0,0,0,0,0,0,7,0,-2,0,0,0,1,0,5.142857143,5.142857143,10.28571429,0
2093,20300103,2437,1610612741,Lonny,Baxter,13,2,5,0.4,0,0,0,0,0,0,1,6,1,4,0,2,0,4,A,W,2003,1610612738,0,0,0,0,4,0,0,0,13,0,0,2,0,0,7,11.07692308,19.38461538,2.769230769,0,5.538461538
2113,20300104,2447,1610612751,Tamar,Slay,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,H,L,2003,1610612759,0,0,0,0,0,0,0,0,2,0,0,,0,0,0,0,0,0,0,0
2114,20300104,2484,1610612759,Devin,Brown,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,W,2003,1610612751,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0
2150,20300106,2430,1610612739,Carlos,Boozer,37,2,8,0.25,0,0,0,1,3,0.333,3,13,3,0,3,2,1,5,A,L,2003,1610612748,0,0,0,0,0,0,0,0,37,0,-5,0,0,3,16,4.864864865,15.56756757,2.918918919,2.918918919,0
2190,20300108,2409,1610612749,Marcus,Haislip,2,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,H,L,2003,1610612760,0,0,0,0,0,0,0,0,2,0,-3,0,0,0,1,0,18,0,0,0
2192,20300108,2436,1610612760,Ronald,Murray,38,8,18,0.444,1,2,0.5,3,8,0.375,2,3,2,4,2,2,0,20,A,W,2003,1610612749,0,0,0,0,8,1,0,0,38,0,5,1,2,2,5,18.94736842,4.736842105,1.894736842,1.894736842,0.947368421
2211,20300109,2418,1610612756,Casey,Jacobsen,20,2,4,0.5,1,3,0.333,0,0,0,0,2,1,1,0,0,0,5,H,L,2003,1610612737,0,0,0,0,2,0,0,0,20,0,-2,0,0,0,2,9,3.6,1.8,0,0
2232,20300110,2246,1610612765,Mehmet,Okur,23,2,7,0.286,0,0,0,1,2,0.5,0,3,3,2,0,1,0,5,A,L,2003,1610612744,0,0,0,0,4,0,0,0,23,0,3,0,0,0,3,7.826086957,4.695652174,4.695652174,0,0
2234,20300110,2419,1610612765,Tayshaun,Prince,40,8,11,0.727,0,2,0,0,0,0,0,4,1,2,0,3,1,16,A,L,2003,1610612744,0,0,0,0,4,2,0,0,40,0,2,0,4,0,4,14.4,3.6,0.9,0,0
2253,20300111,2416,1610612747,Kareem,Rush,9,0,2,0,0,1,0,2,2,1,0,0,0,1,0,0,0,2,H,W,2003,1610612761,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,8,0,0,0,0
2254,20300111,2457,1610612747,Jannero,Pargo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,W,2003,1610612761,0,0,0,0,0,0,0,0,1,0,-2,,0,0,0,0,0,0,0,0
2274,20300112,2366,1610612745,Mike,Wilks,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,A,L,2003,1610612742,0,0,0,0,2,0,0,0,2,36,7,0,0,0,0,24,0,12,0,0
2275,20300112,2397,1610612745,Ming,Yao,31,5,12,0.417,0,0,0,2,2,1,3,5,4,4,2,1,1,12,A,L,2003,1610612742,0,0,0,0,10,0,0,0,30,39,-15,0,0,4,8,13.93548387,9.290322581,4.64516129,2.322580645,0
2276,20300112,2411,1610612745,Bostjan,Nachbar,13,0,2,0,0,1,0,0,0,0,0,1,1,2,1,1,1,0,A,L,2003,1610612742,0,0,0,0,0,0,0,0,13,9,1,1,0,0,1,0,2.769230769,2.769230769,2.769230769,2.769230769
2296,20300113,2437,1610612741,Lonny,Baxter,7,0,1,0,0,0,0,0,0,0,0,2,1,2,0,1,0,0,H,L,2003,1610612750,0,0,0,0,0,0,0,0,7,18,-5,0,0,0,2,0,10.28571429,5.142857143,0,0
2312,20300114,2417,1610612757,Qyntel,Woods,10,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,H,W,2003,1610612758,0,0,0,0,0,0,0,0,9,35,-9,0,0,0,1,0,3.6,0,0,0
2329,20300115,2412,1610612738,Jiri,Welsch,13,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,H,W,2003,1610612739,0,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,8.307692308,2.769230769,0
2330,20300115,2430,1610612739,Carlos,Boozer,28,3,6,0.5,0,0,0,2,2,1,0,11,1,2,1,2,0,8,A,L,2003,1610612738,0,0,0,0,6,2,0,0,28,0,-2,0,0,0,11,10.28571429,14.14285714,1.285714286,1.285714286,0
2353,20300116,2421,1610612752,Frank,Williams,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,A,L,2003,1610612751,0,0,0,0,0,0,0,0,8,55,-4,0,0,0,0,0,0,0,0,0
2368,20300117,2407,1610612764,Jared,Jeffries,14,0,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,A,L,2003,1610612748,0,0,0,0,0,0,0,0,14,0,-13,0,0,0,2,0,5.142857143,0,2.571428571,0
2369,20300117,2413,1610612764,Juan,Dixon,9,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,A,L,2003,1610612748,0,0,0,0,0,0,0,0,9,0,-4,0,0,0,1,0,4,4,0,0
2394,20300118,2436,1610612760,Ronald,Murray,31,6,15,0.4,2,4,0.5,2,4,0.5,1,1,2,2,0,6,1,16,A,L,2003,1610612754,0,0,0,0,2,4,0,0,31,0,-26,2,2,2,2,18.58064516,2.322580645,2.322580645,0,2.322580645
2409,20300119,1938,1610612759,Manu,Ginobili,38,7,18,0.389,2,8,0.25,5,6,0.833,3,3,8,4,3,0,1,21,A,L,2003,1610612755,0,0,0,0,8,0,0,0,38,16,0,0,2,4,6,19.89473684,5.684210526,7.578947368,2.842105263,0
2414,20300119,2422,1610612755,John,Salmons,13,4,5,0.8,1,1,1,2,2,1,0,2,1,4,0,0,0,11,H,W,2003,1610612759,0,0,0,0,2,2,0,0,12,50,-2,0,3,0,2,30.46153846,5.538461538,2.769230769,0,0
2453,20300121,2411,1610612745,Bostjan,Nachbar,12,3,5,0.6,2,2,1,0,0,0,1,2,0,3,0,0,0,8,H,W,2003,1610612756,0,0,0,0,2,0,0,0,12,0,-1,0,2,2,3,24,9,0,0,0
2454,20300121,2418,1610612756,Casey,Jacobsen,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,A,L,2003,1610612745,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5.142857143,0,0
2496,20300123,2401,1610612743,Nikoloz,Tskitishvili,5,0,1,0,0,0,0,2,2,1,0,1,0,3,0,1,0,2,H,W,2003,1610612753,0,0,0,0,0,0,0,0,5,0,0,0,2,0,1,14.4,7.2,0,0,0
2519,20300124,2246,1610612765,Mehmet,Okur,22,3,8,0.375,1,5,0.2,0,0,0,1,8,2,4,1,2,0,7,A,L,2003,1610612747,0,0,0,0,2,0,0,0,22,8,8,1,0,0,9,11.45454545,14.72727273,3.272727273,1.636363636,1.636363636
2520,20300124,2416,1610612747,Kareem,Rush,6,2,3,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,4,H,W,2003,1610612765,0,0,0,0,0,0,0,0,6,17,-4,0,0,0,0,24,0,0,0,0
2521,20300124,2419,1610612765,Tayshaun,Prince,36,4,11,0.364,0,1,0,0,0,0,3,3,2,3,1,0,1,8,A,L,2003,1610612747,0,0,0,0,8,4,0,0,35,38,3,0,2,0,6,8,6,2,1,0
2522,20300124,2457,1610612747,Jannero,Pargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,W,2003,1610612765,0,0,0,0,0,0,0,0,0,8,-2,,0,0,0,0,0,0,0,0
2534,20300125,2060,1610612746,Marko,Jaric,28,4,7,0.571,1,2,0.5,2,2,1,0,2,5,1,3,1,0,11,A,W,2003,1610612744,0,0,0,0,2,4,0,0,28,10,-1,0,0,0,2,14.14285714,2.571428571,6.428571429,3.857142857,0
2539,20300125,2253,1610612744,Sean,Lampley,15,4,5,0.8,0,0,0,3,5,0.6,1,5,0,0,0,0,1,11,H,L,2003,1610612746,0,0,0,0,8,0,0,0,14,43,10,0,3,0,6,26.4,14.4,0,0,0
2540,20300125,2399,1610612744,Mike,Dunleavy,25,2,10,0.2,0,3,0,3,4,0.75,2,2,2,2,0,1,0,7,H,L,2003,1610612746,0,0,0,0,2,2,0,0,24,57,-17,0,0,2,4,10.08,5.76,2.88,0,0
2541,20300125,2404,1610612746,Chris,Wilcox,37,8,12,0.667,0,0,0,5,5,1,2,7,0,3,0,1,0,21,A,W,2003,1610612744,0,0,0,0,14,2,0,0,37,19,9,0,2,4,9,20.43243243,8.756756757,0,0,0
2542,20300125,2408,1610612746,Melvin,Ely,12,3,6,0.5,0,0,0,0,0,0,1,2,1,4,0,1,0,6,A,W,2003,1610612744,0,0,0,0,6,0,0,0,12,6,4,0,2,0,3,18,9,3,0,0
2562,20300126,2417,1610612757,Qyntel,Woods,9,0,3,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,A,L,2003,1610612740,0,0,0,0,0,0,0,0,9,0,-10,0,0,0,2,0,8,0,0,0
2582,20300127,2407,1610612764,Jared,Jeffries,20,4,6,0.667,0,1,0,1,3,0.333,2,1,0,2,0,0,1,9,H,L,2003,1610612759,0,0,0,0,6,4,0,0,20,0,-13,0,2,2,3,16.2,5.4,0,0,0
2583,20300127,2413,1610612764,Juan,Dixon,22,4,11,0.364,2,2,1,1,1,1,1,2,0,2,0,3,0,11,H,L,2003,1610612759,0,0,0,0,0,2,0,0,22,0,-13,2,2,0,3,18,4.909090909,0,0,3.272727273
2584,20300127,2484,1610612759,Devin,Brown,8,1,3,0.333,0,0,0,0,0,0,0,0,0,2,0,0,0,2,A,W,2003,1610612764,0,0,0,0,2,0,0,0,8,0,-2,1,0,0,0,9,0,0,0,4.5
2607,20300128,2447,1610612751,Tamar,Slay,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A,W,2003,1610612737,0,0,0,0,0,0,0,0,3,0,-2,0,0,0,0,0,0,0,0,0
2630,20300129,2410,1610612754,Fred,Jones,7,0,2,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,A,W,2003,1610612752,0,0,0,0,0,0,0,0,6,32,-6,0,0,0,1,0,5.142857143,5.142857143,0,0
2631,20300129,2421,1610612752,Frank,Williams,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,H,L,2003,1610612754,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,12,0,0
2643,20300130,2422,1610612755,John,Salmons,23,2,7,0.286,0,1,0,7,8,0.875,2,2,1,1,2,0,0,11,A,L,2003,1610612739,0,0,0,0,2,0,0,0,23,13,-1,1,5,0,4,17.2173913,6.260869565,1.565217391,3.130434783,1.565217391
2644,20300130,2430,1610612739,Carlos,Boozer,36,6,15,0.4,0,0,0,3,4,0.75,3,12,1,3,2,2,2,15,H,W,2003,1610612755,0,0,0,0,6,2,0,1,36,28,10,0,0,0,15,15,15,1,2,0
2686,20300132,2436,1610612760,Ronald,Murray,40,10,21,0.476,5,9,0.556,1,2,0.5,0,5,7,4,4,4,0,26,A,W,2003,1610612741,0,0,0,0,6,3,0,0,40,0,14,1,5,2,5,23.4,4.5,6.3,3.6,0.9
2687,20300132,2437,1610612741,Lonny,Baxter,5,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,H,L,2003,1610612760,0,0,1,1,0,0,0,0,5,0,-1,0,0,0,1,0,7.2,0,0,0
2723,20300134,2246,1610612765,Mehmet,Okur,24,3,8,0.375,0,0,0,3,5,0.6,3,2,0,0,1,2,0,9,A,W,2003,1610612756,0,0,0,0,4,2,0,0,24,0,13,3,4,5,5,13.5,7.5,0,1.5,4.5
2725,20300134,2418,1610612756,Casey,Jacobsen,12,2,3,0.667,1,1,1,0,0,0,1,0,0,3,1,2,0,5,H,L,2003,1610612765,0,0,0,0,2,0,0,0,12,0,-8,0,0,2,1,15,3,0,3,0
2726,20300134,2419,1610612765,Tayshaun,Prince,37,4,12,0.333,0,3,0,0,0,0,1,4,5,2,2,1,0,8,A,W,2003,1610612756,0,0,0,0,4,4,0,0,37,0,2,0,2,0,5,7.783783784,4.864864865,4.864864865,1.945945946,0
2737,20300135,2060,1610612746,Marko,Jaric,34,6,10,0.6,3,4,0.75,0,0,0,1,0,8,3,0,3,0,15,H,W,2003,1610612753,0,0,0,0,4,0,0,0,34,0,14,0,2,2,1,15.88235294,1.058823529,8.470588235,0,0
2742,20300135,2404,1610612746,Chris,Wilcox,31,4,10,0.4,0,0,0,2,4,0.5,2,3,0,3,2,1,1,10,H,W,2003,1610612753,0,0,0,0,8,0,0,0,31,0,0,2,2,2,5,11.61290323,5.806451613,0,2.322580645,2.322580645
2743,20300135,2408,1610612746,Melvin,Ely,22,0,1,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,H,W,2003,1610612753,0,0,0,0,0,0,0,0,22,0,-1,0,0,0,7,0,11.45454545,1.636363636,0,0
2765,20300136,2411,1610612745,Bostjan,Nachbar,15,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,A,L,2003,1610612761,0,0,0,0,0,0,0,0,15,0,1,0,0,0,2,0,4.8,0,0,0
2782,20300137,2253,1610612744,Sean,Lampley,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A,L,2003,1610612758,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2802,20300138,2416,1610612747,Kareem,Rush,20,3,8,0.375,0,3,0,2,4,0.5,2,2,0,4,0,0,1,8,H,W,2003,1610612748,0,0,0,0,4,2,0,0,20,0,5,0,2,0,4,14.4,7.2,0,0,0
2803,20300138,2441,1610612747,Jamal,Sampson,6,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,H,W,2003,1610612748,0,0,0,0,2,0,0,0,6,0,-2,0,0,0,2,12,12,0,0,0
2804,20300138,2457,1610612747,Jannero,Pargo,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,H,W,2003,1610612748,0,0,0,0,0,0,0,0,5,0,5,,0,0,0,0,0,7.2,0,0
2824,20300139,2411,1610612745,Bostjan,Nachbar,17,1,5,0.2,1,4,0.25,0,0,0,0,4,2,1,0,0,1,3,A,W,2003,1610612755,0,0,0,0,0,0,0,0,17,0,0,0,0,0,4,6.352941176,8.470588235,4.235294118,0,0
2825,20300139,2422,1610612755,John,Salmons,21,1,5,0.2,0,2,0,0,0,0,0,2,2,0,0,0,0,2,H,L,2003,1610612745,0,0,0,0,0,2,0,0,21,0,-6,1,0,0,2,3.428571429,3.428571429,3.428571429,0,1.714285714
2846,20300140,2412,1610612738,Jiri,Welsch,15,1,2,0.5,0,0,0,3,6,0.5,0,0,1,0,2,0,0,5,A,L,2003,1610612752,0,0,0,0,2,0,0,0,15,0,14,0,0,2,0,12,0,2.4,4.8,0
2847,20300140,2421,1610612752,Frank,Williams,10,2,4,0.5,0,0,0,0,0,0,1,0,2,0,0,1,0,4,H,W,2003,1610612738,0,0,0,0,4,0,0,0,10,0,7,0,0,2,1,14.4,3.6,7.2,0,0
