field1,Game_id,Person_id,Team_id,First_Name,Last_Name,minutes,Field_Goals,Field_Goals_Attempted,Field_Goal_Percentage,Three_Pointers,Three_Pointers_Attempted,Three_Point_Percentage,Free_Throws,Free_Throws_Attempted,Free_Throw_Percentage,Offensive_Rebounds,Defensive_Rebounds,Assists,Personal_Fouls,Steals,Turnovers,Blocked_Shots,Points,location,outcome,season_id,vs_team_id,league_id,Technical_Fouls,Flagrant_Fouls,Ejections,Points_In_Paint,Fast_Break_Points,Triple_Doubles,Double_Doubles,actual_minutes,actual_seconds,Plus_Minus,Blocks_Against,PTS_OFF_TO,Second_Chance_PTS,Total_Rebounds,points_per_36,rebounds_per_36,assists_per_36,steals_per_36,blocks_per_36,br_url,col_games,col_minutes,intl_games,intl_minutes,intl_group,game_score,field1,Game_id,Season,Arena_id,Home_Team_id,Visitor_Team_id,Date_EST,Time_EST,Time_Local,Game_Number,Attendance,Playoff_Indicator
752,20300037,2405,1610612756,Amar'e,Stoudemire,28,5,11,0.455,0,1,0,3,3,1.0,0,6,0,3,1,2,1,13,H,L,2003,1610612747,0,0,0,0,6,0,0,0,28,0,-6,2,2,0,6,16.71428571,7.714285714,0,1.285714286,2.571428571,amar'e-stoudemire-1,,,,,,7.6,36,20300037,22003,2,1610612756,1610612747,2003-11-01,1900-01-01 21:00:00,1900-01-01 19:00:00,37,18422.0,0
753,20300037,2416,1610612747,Kareem,Rush,4,1,2,0.5,0,1,0,0,0,0.0,1,0,0,1,0,0,0,2,A,W,2003,1610612756,0,0,0,0,2,0,0,0,4,0,-1,0,0,0,1,18.0,9.0,0,0,0,kareem-rush-1,84,2536,,,,1.3,36,20300037,22003,2,1610612756,1610612747,2003-11-01,1900-01-01 21:00:00,1900-01-01 19:00:00,37,18422.0,0
754,20300037,2418,1610612756,Casey,Jacobsen,15,1,3,0.333,0,2,0,0,0,0.0,0,2,0,1,1,1,0,2,H,L,2003,1610612747,0,0,0,0,2,0,0,0,15,0,7,0,2,0,2,4.8,4.8,0,2.4,0,casey-jacobsen-1,95,3021,,,,0.5,36,20300037,22003,2,1610612756,1610612747,2003-11-01,1900-01-01 21:00:00,1900-01-01 19:00:00,37,18422.0,0
755,20300037,2456,1610612756,Cezary,Trybanski,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,H,L,2003,1610612747,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0.0,0.0,0,0,0,cezary-trybanski-1,,,,,,0,36,20300037,22003,2,1610612756,1610612747,2003-11-01,1900-01-01 21:00:00,1900-01-01 19:00:00,37,18422.0,0
775,20300038,2417,1610612757,Qyntel,Woods,17,5,8,0.625,3,3,1,0,0,0.0,1,3,2,0,1,0,0,13,H,W,2003,1610612739,0,0,0,0,2,0,0,0,16,42,20,1,0,0,4,27.52941176,8.470588235,4.235294118,2.117647059,2.117647059,qyntel-woods-1,,,,,,13.4,37,20300038,22003,51,1610612757,1610612739,2003-11-01,1900-01-01 22:00:00,1900-01-01 19:00:00,38,20610.0,0
776,20300038,2430,1610612739,Carlos,Boozer,32,7,9,0.778,0,0,0,1,1,1.0,2,7,1,4,0,1,0,15,A,L,2003,1610612757,0,0,0,0,10,0,0,0,32,26,-11,1,0,4,9,16.875,10.125,1.125,0,1.125,carlos-boozer-1,101,2615,,,,13.1,37,20300038,22003,51,1610612757,1610612739,2003-11-01,1900-01-01 22:00:00,1900-01-01 19:00:00,38,20610.0,0
797,20300039,2399,1610612744,Mike,Dunleavy,45,11,15,0.733,3,6,0.5,7,7,1.0,2,9,0,1,1,4,0,32,H,W,2003,1610612755,0,0,0,0,10,0,0,1,45,0,18,0,3,2,11,25.6,8.8,0,0.8,0,mike-dunleavy-1,111,3762,,,,26.6,38,20300039,22003,71,1610612744,1610612755,2003-11-01,1900-01-01 22:30:00,1900-01-01 19:30:00,39,16594.0,0
798,20300039,2422,1610612755,John,Salmons,20,2,7,0.286,2,5,0.4,0,0,0.0,0,1,1,2,1,1,1,6,A,L,2003,1610612744,0,0,0,0,0,0,0,0,20,0,2,0,3,0,1,10.8,1.8,1.8,1.8,0,john-salmons-1,124,3819,,,,2.8,38,20300039,22003,71,1610612744,1610612755,2003-11-01,1900-01-01 22:30:00,1900-01-01 19:30:00,39,16594.0,0
817,20300040,2399,1610612744,Mike,Dunleavy,34,4,18,0.222,2,9,0.222,0,1,0.0,1,6,4,1,0,4,0,10,A,L,2003,1610612747,0,0,0,0,4,3,0,0,34,0,-8,2,0,5,7,10.58823529,7.411764706,4.235294118,0,2.117647059,mike-dunleavy-1,111,3762,,,,-0.5,39,20300040,22003,137,1610612747,1610612744,2003-11-02,1900-01-01 21:30:00,1900-01-01 18:30:00,40,18997.0,0
818,20300040,2416,1610612747,Kareem,Rush,13,0,4,0,0,1,0,0,0,0.0,0,0,1,0,0,1,0,0,H,W,2003,1610612744,0,0,0,0,0,0,0,0,13,0,-1,0,0,0,0,0.0,0.0,2.769230769,0,0,kareem-rush-1,84,2536,,,,-3.1,39,20300040,22003,137,1610612747,1610612744,2003-11-02,1900-01-01 21:30:00,1900-01-01 18:30:00,40,18997.0,0
836,20300041,2400,1610612753,Drew,Gooden,40,5,12,0.417,0,0,0,4,6,0.667,3,6,1,3,0,3,3,14,H,L,2003,1610612752,0,0,0,0,2,0,0,0,39,43,6,2,7,1,9,12.6,8.1,0.9,0,1.8,drew-gooden-1,98,2567,,,,9.3,40,20300041,22003,155,1610612753,1610612752,2003-11-03,1900-01-01 19:00:00,1900-01-01 19:00:00,41,12929.0,0
837,20300041,2421,1610612752,Frank,Williams,14,1,2,0.5,0,1,0,0,0,0.0,0,2,4,1,1,1,0,2,A,W,2003,1610612753,0,0,0,0,2,0,0,0,14,26,5,0,0,0,2,5.142857143,5.142857143,10.28571429,2.571428571,0,frank-williams-1,101,3201,,,,4,40,20300041,22003,155,1610612753,1610612752,2003-11-03,1900-01-01 19:00:00,1900-01-01 19:00:00,41,12929.0,0
872,20300043,1938,1610612759,Manu,Ginobili,29,4,10,0.4,2,4,0.5,3,4,0.75,0,3,5,2,2,2,0,13,A,L,2003,1610612763,0,0,0,0,2,2,0,0,29,0,-11,2,0,0,3,16.13793103,3.724137931,6.206896552,2.482758621,2.482758621,manu-ginobili-1,,,144,4341,4,10.8,42,20300043,22003,48,1610612763,1610612759,2003-11-03,1900-01-01 20:00:00,1900-01-01 19:00:00,43,12821.0,0
897,20300044,2366,1610612745,Mike,Wilks,9,1,3,0.333,0,1,0,0,0,0.0,0,0,1,0,1,0,0,2,A,W,2003,1610612741,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,8.0,0.0,4,4,0,mike-wilks-1,117,3767,,,,2,43,20300044,22003,66,1610612741,1610612745,2003-11-03,1900-01-01 20:30:00,1900-01-01 19:30:00,44,17792.0,0
898,20300044,2397,1610612745,Ming,Yao,29,5,9,0.556,0,0,0,2,2,1.0,0,7,3,3,1,0,2,12,A,W,2003,1610612741,0,0,0,0,8,2,0,0,29,0,17,0,4,0,7,14.89655172,8.689655172,3.724137931,1.24137931,0,ming-yao-1,,,,,,13.1,43,20300044,22003,66,1610612741,1610612745,2003-11-03,1900-01-01 20:30:00,1900-01-01 19:30:00,44,17792.0,0
899,20300044,2411,1610612745,Bostjan,Nachbar,22,4,4,1,4,4,1,0,0,0.0,0,0,2,1,0,1,1,12,A,W,2003,1610612741,0,0,0,0,0,0,0,0,22,0,18,0,0,3,0,19.63636364,0.0,3.272727273,0,0,bostjan-nachbar-1,,,98,1833,3,11.5,43,20300044,22003,66,1610612741,1610612745,2003-11-03,1900-01-01 20:30:00,1900-01-01 19:30:00,44,17792.0,0
900,20300044,2427,1610612741,Roger,Mason,23,1,5,0.2,1,3,0.333,0,0,0.0,0,2,2,2,1,0,0,3,H,L,2003,1610612745,0,0,0,0,0,0,0,0,23,0,-16,1,0,0,2,4.695652174,3.130434783,3.130434783,1.565217391,1.565217391,roger-mason-1,89,2634,,,,2.1,43,20300044,22003,66,1610612741,1610612745,2003-11-03,1900-01-01 20:30:00,1900-01-01 19:30:00,44,17792.0,0
901,20300044,2437,1610612741,Lonny,Baxter,9,2,5,0.4,0,0,0,0,0,0.0,0,0,0,1,0,1,1,4,H,L,2003,1610612745,0,0,0,0,4,0,0,0,9,0,-2,1,0,0,0,16.0,0.0,0,0,4,lonny-baxter-1,138,3367,,,,0.6,43,20300044,22003,66,1610612741,1610612745,2003-11-03,1900-01-01 20:30:00,1900-01-01 19:30:00,44,17792.0,0
961,20300047,2417,1610612757,Qyntel,Woods,10,0,1,0,0,0,0,3,4,0.75,0,0,0,2,0,2,1,3,H,L,2003,1610612755,0,0,0,0,0,2,0,0,10,0,-7,1,3,0,0,10.8,0.0,0,0,3.6,qyntel-woods-1,,,,,,-0.2,46,20300047,22003,51,1610612757,1610612755,2003-11-03,1900-01-01 22:00:00,1900-01-01 19:00:00,47,16218.0,0
962,20300047,2422,1610612755,John,Salmons,5,0,2,0,0,2,0,0,0,0.0,0,0,1,2,0,0,1,0,A,W,2003,1610612757,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,7.2,0,0,john-salmons-1,124,3819,,,,-0.8,46,20300047,22003,51,1610612757,1610612755,2003-11-03,1900-01-01 22:00:00,1900-01-01 19:00:00,47,16218.0,0
983,20300048,2403,1610612743,Nene,Hilario,19,0,2,0,0,0,0,3,5,0.6,1,2,1,4,1,3,1,3,A,L,2003,1610612754,0,0,0,0,0,0,0,0,19,0,-13,1,1,0,3,5.684210526,5.684210526,1.894736842,1.894736842,1.894736842,nene-hilario-1,,,,,,-0.1,47,20300048,22003,136,1610612754,1610612743,2003-11-04,1900-01-01 19:00:00,1900-01-01 19:00:00,48,14669.0,0
984,20300048,2410,1610612754,Fred,Jones,17,0,2,0,0,0,0,0,0,0.0,1,0,1,0,1,1,0,0,H,W,2003,1610612743,0,0,0,0,0,0,0,0,17,0,-7,1,0,0,1,0.0,2.117647059,2.117647059,2.117647059,2.117647059,fred-jones-1,125,3525,,,,0,47,20300048,22003,136,1610612754,1610612743,2003-11-04,1900-01-01 19:00:00,1900-01-01 19:00:00,48,14669.0,0
1002,20300049,2397,1610612745,Ming,Yao,37,4,10,0.4,0,0,0,2,3,0.667,0,11,1,2,0,4,1,10,A,W,2003,1610612751,0,0,0,0,2,0,0,1,36,51,8,0,2,2,11,9.72972973,10.7027027,0.972972973,0,0,ming-yao-1,,,,,,4.1,48,20300049,22003,11,1610612751,1610612745,2003-11-04,1900-01-01 19:30:00,1900-01-01 19:30:00,49,11784.0,0
1003,20300049,2411,1610612745,Bostjan,Nachbar,6,0,1,0,0,1,0,0,0,0.0,0,1,1,1,0,1,1,0,A,W,2003,1610612751,0,0,0,0,0,0,0,0,6,4,1,0,0,0,1,0.0,6.0,6,0,0,bostjan-nachbar-1,,,98,1833,3,-0.4,48,20300049,22003,11,1610612751,1610612745,2003-11-04,1900-01-01 19:30:00,1900-01-01 19:30:00,49,11784.0,0
1020,20300050,2409,1610612749,Marcus,Haislip,2,1,1,1,0,0,0,2,3,0.667,1,0,0,0,1,0,0,4,H,L,2003,1610612747,0,0,0,0,2,3,0,0,2,3,1,0,3,1,1,72.0,18.0,0,18,0,marcus-haislip-1,89,1521,,,,5,49,20300050,22003,5,1610612749,1610612747,2003-11-04,1900-01-01 20:00:00,1900-01-01 19:00:00,50,18717.0,0
1021,20300050,2416,1610612747,Kareem,Rush,8,1,2,0.5,1,2,0.5,0,2,0.0,0,0,0,3,0,0,0,3,A,W,2003,1610612749,0,0,0,0,0,0,0,0,8,16,-6,0,0,0,0,13.5,0.0,0,0,0,kareem-rush-1,84,2536,,,,-2.22e-16,49,20300050,22003,5,1610612749,1610612747,2003-11-04,1900-01-01 20:00:00,1900-01-01 19:00:00,50,18717.0,0
1022,20300050,2429,1610612749,Dan,Gadzuric,19,0,4,0,0,0,0,1,2,0.5,0,2,0,3,2,0,3,1,H,L,2003,1610612747,0,0,0,0,0,0,0,0,18,57,3,1,0,0,2,1.894736842,3.789473684,0,3.789473684,1.894736842,dan-gadzuric-1,122,2940,,,,1.3,49,20300050,22003,5,1610612749,1610612747,2003-11-04,1900-01-01 20:00:00,1900-01-01 19:00:00,50,18717.0,0
1038,20300051,1938,1610612759,Manu,Ginobili,32,4,13,0.308,3,5,0.6,4,4,1.0,2,6,5,1,2,1,1,15,H,W,2003,1610612748,0,0,0,0,2,5,0,0,32,28,14,1,0,2,8,16.875,9.0,5.625,2.25,1.125,manu-ginobili-1,,,144,4341,4,15.5,50,20300051,22003,199,1610612759,1610612748,2003-11-04,1900-01-01 20:30:00,1900-01-01 19:30:00,51,17666.0,0
1062,20300052,2422,1610612755,John,Salmons,9,1,3,0.333,0,0,0,0,0,0.0,0,1,0,1,1,0,1,2,H,L,2003,1610612740,0,0,0,0,0,0,0,0,8,50,-5,1,0,0,1,8.0,4.0,0,4,4,john-salmons-1,124,3819,,,,1.9,51,20300052,22003,130,1610612755,1610612740,2003-11-05,1900-01-01 19:00:00,1900-01-01 19:00:00,52,17283.0,0
1082,20300053,2407,1610612764,Jared,Jeffries,19,2,7,0.286,0,1,0,2,2,1.0,1,4,3,1,0,0,1,6,H,W,2003,1610612742,0,0,0,0,2,0,0,0,19,0,6,1,4,4,5,11.36842105,9.473684211,5.684210526,0,1.894736842,jared-jeffries-1,70,2282,,,,6.2,52,20300053,22003,77,1610612764,1610612742,2003-11-05,1900-01-01 19:00:00,1900-01-01 19:00:00,53,17455.0,0
1083,20300053,2413,1610612764,Juan,Dixon,14,5,10,0.5,1,4,0.25,0,1,0.0,0,3,2,0,1,0,0,11,H,W,2003,1610612742,0,0,0,0,6,4,0,0,14,0,-2,1,9,0,3,28.28571429,7.714285714,5.142857143,2.571428571,2.571428571,juan-dixon-1,141,4004,,,,8.9,52,20300053,22003,77,1610612764,1610612742,2003-11-05,1900-01-01 19:00:00,1900-01-01 19:00:00,53,17455.0,0
1104,20300054,2400,1610612753,Drew,Gooden,34,6,15,0.4,0,1,0,1,2,0.5,4,3,4,0,0,3,0,13,H,L,2003,1610612741,0,0,0,0,4,0,0,0,34,0,-19,1,2,5,7,13.76470588,7.411764706,4.235294118,0,1.058823529,drew-gooden-1,98,2567,,,,8,53,20300054,22003,155,1610612753,1610612741,2003-11-05,1900-01-01 19:00:00,1900-01-01 19:00:00,54,12576.0,0
1105,20300054,2437,1610612741,Lonny,Baxter,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,A,W,2003,1610612753,0,0,0,0,0,0,0,0,1,0,1,,0,0,0,0.0,0.0,0,0,0,lonny-baxter-1,138,3367,,,,0,53,20300054,22003,155,1610612753,1610612741,2003-11-05,1900-01-01 19:00:00,1900-01-01 19:00:00,54,12576.0,0
1125,20300055,2409,1610612749,Marcus,Haislip,8,3,5,0.6,0,0,0,1,1,1.0,1,1,0,1,0,0,1,7,A,W,2003,1610612752,0,0,0,0,6,0,0,0,8,0,8,1,2,2,2,31.5,9.0,0,0,4.5,marcus-haislip-1,89,1521,,,,6,54,20300055,22003,30,1610612752,1610612749,2003-11-05,1900-01-01 19:30:00,1900-01-01 19:30:00,55,17137.0,0
1126,20300055,2421,1610612752,Frank,Williams,4,0,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,H,L,2003,1610612749,0,0,0,0,0,0,0,0,4,0,-5,0,0,0,0,0.0,0.0,0,0,0,frank-williams-1,101,3201,,,,-1.4,54,20300055,22003,30,1610612752,1610612749,2003-11-05,1900-01-01 19:30:00,1900-01-01 19:30:00,55,17137.0,0
1127,20300055,2429,1610612749,Dan,Gadzuric,14,3,3,1,0,0,0,1,2,0.5,0,2,0,2,1,0,0,7,A,W,2003,1610612752,0,0,0,0,4,0,0,0,14,0,-1,0,3,0,2,18.0,5.142857143,0,2.571428571,0,dan-gadzuric-1,122,2940,,,,6.5,54,20300055,22003,30,1610612752,1610612749,2003-11-05,1900-01-01 19:30:00,1900-01-01 19:30:00,55,17137.0,0
1146,20300056,2246,1610612765,Mehmet,Okur,22,3,8,0.375,0,1,0,4,5,0.8,4,5,2,1,0,0,0,10,H,W,2003,1610612738,0,0,0,0,2,0,0,0,22,6,11,0,6,4,9,16.36363636,14.72727273,3.272727273,0,0,mehmet-okur-1,,,,,,10.5,55,20300056,22003,44,1610612765,1610612738,2003-11-05,1900-01-01 19:30:00,1900-01-01 19:30:00,56,17376.0,0
1147,20300056,2412,1610612738,Jiri,Welsch,15,2,5,0.4,1,2,0.5,0,0,0.0,2,1,1,2,0,2,0,5,A,L,2003,1610612765,0,0,0,0,0,0,0,0,14,51,-5,0,3,2,3,12.0,7.2,2.4,0,0,jiri-welsch-1,,,35,876,2,1.9,55,20300056,22003,44,1610612765,1610612738,2003-11-05,1900-01-01 19:30:00,1900-01-01 19:30:00,56,17376.0,0
1148,20300056,2419,1610612765,Tayshaun,Prince,34,5,7,0.714,4,4,1,0,0,0.0,1,4,1,1,0,3,0,14,H,W,2003,1610612738,0,0,0,0,0,3,0,0,33,52,1,0,0,0,5,14.82352941,5.294117647,1.058823529,0,0,tayshaun-prince-1,135,4023,,,,10.3,55,20300056,22003,44,1610612765,1610612738,2003-11-05,1900-01-01 19:30:00,1900-01-01 19:30:00,56,17376.0,0
1164,20300057,2401,1610612743,Nikoloz,Tskitishvili,7,0,1,0,0,0,0,2,2,1.0,0,1,0,2,0,0,0,2,A,W,2003,1610612739,0,0,0,0,0,0,0,0,7,0,12,0,0,2,1,10.28571429,5.142857143,0,0,0,nikoloz-tskitishvili-1,,,17,176,1,0.8,56,20300057,22003,22,1610612739,1610612743,2003-11-05,1900-01-01 20:00:00,1900-01-01 20:00:00,57,20562.0,0
1165,20300057,2403,1610612743,Nene,Hilario,39,6,10,0.6,0,0,0,1,5,0.2,3,6,2,5,1,1,0,13,A,W,2003,1610612739,0,0,0,0,12,2,0,0,39,0,-1,0,5,0,9,12.0,8.307692308,1.846153846,0.923076923,0,nene-hilario-1,,,,,,10.1,56,20300057,22003,22,1610612739,1610612743,2003-11-05,1900-01-01 20:00:00,1900-01-01 20:00:00,57,20562.0,0
1166,20300057,2430,1610612739,Carlos,Boozer,28,4,9,0.444,0,0,0,2,2,1.0,5,4,0,1,0,1,0,10,H,L,2003,1610612743,0,0,0,0,6,0,0,0,28,0,-24,1,0,6,9,12.85714286,11.57142857,0,0,1.285714286,carlos-boozer-1,101,2615,,,,8.6,56,20300057,22003,22,1610612739,1610612743,2003-11-05,1900-01-01 20:00:00,1900-01-01 20:00:00,57,20562.0,0
1203,20300059,2405,1610612756,Amar'e,Stoudemire,42,7,20,0.35,0,1,0,4,5,0.8,2,7,0,1,0,1,4,18,A,L,2003,1610612762,0,0,0,0,10,0,0,0,42,0,-13,3,4,5,9,15.42857143,7.714285714,0,0,2.571428571,amar'e-stoudemire-1,,,,,,11.3,58,20300059,22003,15,1610612762,1610612756,2003-11-05,1900-01-01 21:00:00,1900-01-01 19:00:00,59,18852.0,0
1204,20300059,2418,1610612756,Casey,Jacobsen,19,1,4,0.25,0,2,0,1,2,0.5,1,3,1,0,0,2,1,3,A,L,2003,1610612762,0,0,0,0,0,0,0,0,19,0,3,0,1,0,4,5.684210526,7.578947368,1.894736842,0,0,casey-jacobsen-1,95,3021,,,,1.2,58,20300059,22003,15,1610612762,1610612756,2003-11-05,1900-01-01 21:00:00,1900-01-01 19:00:00,59,18852.0,0
1225,20300060,2399,1610612744,Mike,Dunleavy,34,5,11,0.455,1,3,0.333,2,2,1.0,3,7,2,2,4,0,0,13,H,W,2003,1610612737,0,0,0,0,4,0,0,1,34,0,14,0,0,4,10,13.76470588,10.58823529,2.117647059,4.235294118,0,mike-dunleavy-1,111,3762,,,,16.1,59,20300060,22003,71,1610612744,1610612737,2003-11-05,1900-01-01 22:30:00,1900-01-01 19:30:00,60,10453.0,0
1246,20300061,2417,1610612757,Qyntel,Woods,18,3,7,0.429,0,0,0,3,3,1.0,2,2,2,4,1,1,1,9,H,W,2003,1610612763,0,0,0,0,4,0,0,0,18,0,9,0,2,2,4,18.0,8.0,4,2,0,qyntel-woods-1,,,,,,7.8,60,20300061,22003,51,1610612757,1610612763,2003-11-05,1900-01-01 22:30:00,1900-01-01 19:30:00,61,14634.0,0
1265,20300062,2410,1610612754,Fred,Jones,11,2,3,0.667,0,0,0,0,0,0.0,0,0,1,1,1,2,0,4,A,W,2003,1610612751,0,0,0,0,2,2,0,0,10,53,5,1,2,0,0,13.09090909,0.0,3.272727273,3.272727273,3.272727273,fred-jones-1,125,3525,,,,2,61,20300062,22003,11,1610612751,1610612754,2003-11-06,1900-01-01 19:00:00,1900-01-01 19:00:00,62,11906.0,0
1302,20300064,1938,1610612759,Manu,Ginobili,45,9,21,0.429,4,7,0.571,11,13,0.846,1,11,7,5,2,1,0,33,H,L,2003,1610612747,0,1,0,0,8,2,0,1,45,0,10,0,8,0,12,26.4,9.6,5.6,1.6,0,manu-ginobili-1,,,144,4341,4,29,63,20300064,22003,199,1610612759,1610612747,2003-11-06,1900-01-01 21:30:00,1900-01-01 20:30:00,64,18797.0,0
1305,20300064,2416,1610612747,Kareem,Rush,5,0,0,0,0,0,0,0,0,0.0,0,0,0,2,0,1,0,0,A,W,2003,1610612759,0,0,0,0,0,0,0,0,5,0,-7,0,0,0,0,0.0,0.0,0,0,0,kareem-rush-1,84,2536,,,,-1.8,63,20300064,22003,199,1610612759,1610612747,2003-11-06,1900-01-01 21:30:00,1900-01-01 20:30:00,64,18797.0,0
1306,20300064,2457,1610612747,Jannero,Pargo,3,0,1,0,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,A,W,2003,1610612759,0,0,0,0,0,0,0,0,3,0,-6,0,0,0,0,0.0,0.0,0,0,0,jannero-pargo-1,60,1530,,,,-1.7,63,20300064,22003,199,1610612759,1610612747,2003-11-06,1900-01-01 21:30:00,1900-01-01 20:30:00,64,18797.0,0
1324,20300065,2407,1610612764,Jared,Jeffries,28,4,11,0.364,0,1,0,2,3,0.667,2,3,1,2,1,1,0,10,H,W,2003,1610612761,0,0,0,0,8,0,0,0,28,0,15,2,4,2,5,12.85714286,6.428571429,1.285714286,1.285714286,2.571428571,jared-jeffries-1,70,2282,,,,5.7,64,20300065,22003,77,1610612764,1610612761,2003-11-07,1900-01-01 19:00:00,1900-01-01 19:00:00,65,20173.0,0
1325,20300065,2413,1610612764,Juan,Dixon,22,4,7,0.571,1,1,1,4,5,0.8,3,0,2,2,4,1,0,13,H,W,2003,1610612761,0,0,0,0,4,5,0,0,22,0,17,0,9,4,3,21.27272727,4.909090909,3.272727273,6.545454545,0,juan-dixon-1,141,4004,,,,15,64,20300065,22003,77,1610612764,1610612761,2003-11-07,1900-01-01 19:00:00,1900-01-01 19:00:00,65,20173.0,0
1326,20300065,2423,1610612761,Chris,Jefferies,6,2,4,0.5,0,1,0,1,1,1.0,0,1,0,0,0,1,0,5,A,L,2003,1610612764,0,0,0,0,2,0,0,0,6,0,8,0,0,2,1,30.0,6.0,0,0,0,chris-jefferies-1,88,2464,,,,2.3,64,20300065,22003,77,1610612764,1610612761,2003-11-07,1900-01-01 19:00:00,1900-01-01 19:00:00,65,20173.0,0
1347,20300066,2412,1610612738,Jiri,Welsch,10,1,3,0.333,0,1,0,0,0,0.0,0,1,1,1,0,0,0,2,H,L,2003,1610612751,0,0,0,0,2,2,0,0,9,30,-14,0,0,0,1,7.2,3.6,3.6,0,0,jiri-welsch-1,,,35,876,2,0.9,65,20300066,22003,17,1610612738,1610612751,2003-11-07,1900-01-01 19:30:00,1900-01-01 19:30:00,66,17347.0,0
1348,20300066,2447,1610612751,Tamar,Slay,13,4,5,0.8,1,1,1,0,0,0.0,1,1,1,0,1,1,0,9,A,W,2003,1610612738,0,0,0,0,2,2,0,0,12,38,8,0,4,0,2,24.92307692,5.538461538,2.769230769,2.769230769,0,tamar-slay-1,114,3283,,,,8.8,65,20300066,22003,17,1610612738,1610612751,2003-11-07,1900-01-01 19:30:00,1900-01-01 19:30:00,66,17347.0,0
1369,20300067,2421,1610612752,Frank,Williams,3,0,1,0,0,1,0,0,0,0.0,0,0,1,0,0,0,0,0,H,W,2003,1610612758,0,0,0,0,0,0,0,0,3,0,-1,0,0,0,0,0.0,0.0,12,0,0,frank-williams-1,101,3201,,,,0,66,20300067,22003,30,1610612752,1610612758,2003-11-07,1900-01-01 19:30:00,1900-01-01 19:30:00,67,19333.0,0
1386,20300068,2410,1610612754,Fred,Jones,11,1,2,0.5,1,2,0.5,3,4,0.75,1,1,1,4,0,0,0,6,H,W,2003,1610612739,0,0,0,0,0,0,0,0,11,0,-1,0,0,0,2,19.63636364,6.545454545,3.272727273,0,0,fred-jones-1,125,3525,,,,4.7,67,20300068,22003,136,1610612754,1610612739,2003-11-07,1900-01-01 19:30:00,1900-01-01 19:30:00,68,18345.0,0
1387,20300068,2430,1610612739,Carlos,Boozer,29,10,16,0.625,0,0,0,0,1,0.0,5,4,1,3,1,0,0,20,A,L,2003,1610612754,0,0,0,0,14,4,0,0,29,0,-8,1,4,4,9,24.82758621,11.17241379,1.24137931,1.24137931,1.24137931,carlos-boozer-1,101,2615,,,,17.6,67,20300068,22003,136,1610612754,1610612739,2003-11-07,1900-01-01 19:30:00,1900-01-01 19:30:00,68,18345.0,0
1406,20300069,2400,1610612753,Drew,Gooden,31,6,10,0.6,0,0,0,2,5,0.4,1,6,3,2,0,1,2,14,H,L,2003,1610612750,0,0,0,0,6,0,0,0,31,0,-23,0,4,2,7,16.25806452,8.129032258,3.483870968,0,0,drew-gooden-1,98,2567,,,,12.4,68,20300069,22003,155,1610612753,1610612750,2003-11-07,1900-01-01 20:00:00,1900-01-01 20:00:00,69,16074.0,0
1430,20300070,2416,1610612747,Kareem,Rush,2,0,1,0,0,1,0,0,0,0.0,0,1,0,0,0,0,0,0,A,L,2003,1610612740,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0.0,18.0,0,0,0,kareem-rush-1,84,2536,,,,-0.4,69,20300070,22003,160,1610612740,1610612747,2003-11-07,1900-01-01 20:00:00,1900-01-01 19:00:00,70,18550.0,0
1431,20300070,2457,1610612747,Jannero,Pargo,14,1,2,0.5,0,1,0,0,0,0.0,0,0,3,0,0,2,0,2,A,L,2003,1610612740,0,0,0,0,0,0,0,0,14,0,6,0,0,0,0,5.142857143,0.0,7.714285714,0,0,jannero-pargo-1,60,1530,,,,1.1,69,20300070,22003,160,1610612740,1610612747,2003-11-07,1900-01-01 20:00:00,1900-01-01 19:00:00,70,18550.0,0
1447,20300071,2246,1610612765,Mehmet,Okur,25,3,11,0.273,0,0,0,6,8,0.75,8,10,3,4,1,1,4,12,H,W,2003,1610612749,0,0,0,0,6,2,0,1,25,16,-4,0,0,2,18,17.28,25.92,4.32,1.44,0,mehmet-okur-1,,,,,,16.6,70,20300071,22003,44,1610612765,1610612749,2003-11-07,1900-01-01 20:00:00,1900-01-01 20:00:00,71,20204.0,0
1448,20300071,2409,1610612749,Marcus,Haislip,2,0,0,0,0,0,0,0,0,0.0,0,2,0,1,0,0,0,0,A,L,2003,1610612765,0,0,0,0,0,0,0,0,1,43,5,0,0,0,2,0.0,36.0,0,0,0,marcus-haislip-1,89,1521,,,,0.2,70,20300071,22003,44,1610612765,1610612749,2003-11-07,1900-01-01 20:00:00,1900-01-01 20:00:00,71,20204.0,0
1449,20300071,2419,1610612765,Tayshaun,Prince,41,6,12,0.5,2,4,0.5,1,2,0.5,1,3,3,2,2,0,0,15,H,W,2003,1610612749,0,0,0,0,2,0,0,0,40,36,-1,1,5,2,4,13.17073171,3.512195122,2.634146341,1.756097561,0.87804878,tayshaun-prince-1,135,4023,,,,13.5,70,20300071,22003,44,1610612765,1610612749,2003-11-07,1900-01-01 20:00:00,1900-01-01 20:00:00,71,20204.0,0
